id1,id2,score
AARS2,AARS2,-0.544289853624125
AARS2,AATF,-0.5620047139174374
AARS2,ABCB7,-0.5289087704874376
AARS2,ACTL6A,-0.66008630317975
AARS2,ACTR10,-0.6234858976879584
AARS2,ADAT2,-0.5155471381222084
AARS2,ADPRM,-0.444200457555125
AARS2,AFG3L2,-0.5595535050667916
AARS2,ANAPC13,-0.5709777765210625
AARS2,ANKZF1,-0.4478957783294375
AARS2,APOOL,-0.4394143137005417
AARS2,ARGLU1,-0.5891653684079374
AARS2,ARIH1,-0.631352361318875
AARS2,ARL2,-0.5163872124409999
AARS2,ASCC3,-0.472473829484875
AARS2,ASNA1,-0.5347733008762917
AARS2,ATP1A1,-0.609638140945
AARS2,ATP5A1,-0.455951514053625
AARS2,ATP5F1,-0.485650255555875
AARS2,ATP5J2,-0.4717104359185
AARS2,ATP6AP1,-0.5754834421405
AARS2,ATP6V1G1,-0.4874544216794375
AARS2,ATXN10,-0.534066353254625
AARS2,AURKA,-0.69839212918425
AARS2,BDP1,-0.75656154724775
AARS2,BNIP1,-0.783714558447
AARS2,BOD1L1,-0.49209962848375
AARS2,BTF3,-0.41101670369725
AARS2,BUB1B,-0.5237223418044374
AARS2,BUB3,-0.6608124296683333
AARS2,C11orf30,-0.4375888427160417
AARS2,C14orf178,-0.513045814621875
AARS2,C14orf2,-0.558123686206125
AARS2,C6orf203,-0.483796323362625
AARS2,C9orf114,-0.613878702534625
AARS2,CACTIN,-0.54377103839775
AARS2,CAMLG,-0.6049236441910625
AARS2,CAPZB,-0.55974777997125
AARS2,CARS,-0.5954797612304374
AARS2,CARS2,-0.4633606445184375
AARS2,CCDC84,-0.578650409861375
AARS2,CCNK,-0.4302220965183334
AARS2,CCT8,-0.5706167290941667
AARS2,CDC16,-0.662060249194375
AARS2,CDC23,-0.6193003337834375
AARS2,CDC26,-0.516733851506
AARS2,CDC27,-0.7985205188335625
AARS2,CDC40,-0.6490560513515
AARS2,CDC73,-0.588347798876125
AARS2,CDCA8,-0.665826137887375
AARS2,CDK1,-0.5413158147791249
AARS2,CDK12,-0.4334253352424166
AARS2,CENPK,-0.49210364112925
AARS2,CENPM,-0.5697948747233125
AARS2,CENPP,-0.584469473307375
AARS2,CENPW,-0.5136507036002916
AARS2,CEP152,-0.60370566583075
AARS2,CEP192,-0.617049986599
AARS2,CEP63,-0.455604247818875
AARS2,CHMP2A,-0.688208986083375
AARS2,CIRH1A,-0.5835385379306876
AARS2,CIT,-0.659403387908375
AARS2,CKAP5,-0.617504736302875
AARS2,CLSPN,-0.702609838501125
AARS2,CMAS,-0.6284291261936666
AARS2,CNOT1,-0.690361879350375
AARS2,COA3,-0.4777228546040625
AARS2,COG3,-0.567505682875875
AARS2,COPE,-0.4522517931143749
AARS2,COPS2,-0.5836980744407501
AARS2,COPS4,-0.6108028362095417
AARS2,COPS5,-0.502676424655
AARS2,COQ2,-0.47717101567775
AARS2,COX16,-0.4939726653495624
AARS2,COX5A,-0.4602319047630625
AARS2,COX6C,-0.481640562035125
AARS2,COX7C,-0.40599767654235
AARS2,CSTF3,-0.5758268221847084
AARS2,CTNNBL1,-0.404228037471
AARS2,CYB5B,-0.4811121991868125
AARS2,DAP3,-0.4642757774388333
AARS2,DARS,-0.6856244004000001
AARS2,DCAF7,-0.6132522577515
AARS2,DCTN2,-0.7343700595345
AARS2,DCTN4,-0.5287989104784375
AARS2,DDX18,-0.6746765086261874
AARS2,DDX46,-0.543441586215875
AARS2,DHODH,-0.657627934137375
AARS2,DHX37,-0.529792699950875
AARS2,DICER1,-0.4820525099935625
AARS2,DLST,-0.4325426333345
AARS2,DNA2,-0.6186637318391874
AARS2,DNTTIP2,-0.65178695320025
AARS2,DONSON,-0.597195599833375
AARS2,DYNC1H1,-0.7303398759255
AARS2,EBNA1BP2,-0.6173818256075
AARS2,EEF1G,-0.60738530703825
AARS2,EFR3A,-0.6722626244752501
AARS2,EIF2B5,-0.6797184196495001
AARS2,EIF3C,-0.4514288655775
AARS2,EIF3D,-0.528434178856375
AARS2,EIF3H,-0.70912611298825
AARS2,EIF3M,-0.56779443549875
AARS2,EIF4A1,-0.533598689008
AARS2,EIF4G1,-0.745073215333125
AARS2,EIF5B,-0.593857816918625
AARS2,EIF6,-0.694513630802375
AARS2,ELP4,-0.434341795204625
AARS2,EMC1,-0.5016897314149376
AARS2,EMC2,-0.5695829702518751
AARS2,EMC4,-0.4646677163435625
AARS2,EMC6,-0.4493094551003125
AARS2,EMC7,-0.4755125298556875
AARS2,EMG1,-0.605990796910625
AARS2,ERH,-0.5940731032125625
AARS2,EXOSC2,-0.711911073153
AARS2,EXOSC4,-0.51008113233025
AARS2,EXOSC6,-0.536326238675875
AARS2,EXOSC9,-0.5839665637654375
AARS2,FAM208A,-0.5545358615984375
AARS2,FAM50A,-0.631653405640125
AARS2,FAM98B,-0.454486686291125
AARS2,FARSA,-0.517473259755875
AARS2,FARSB,-0.5274171150429374
AARS2,FBXO28,-0.5038980816045
AARS2,FDPS,-0.5055139627037499
AARS2,FH,-0.46186337648425
AARS2,FIP1L1,-0.6892679179029375
AARS2,GEMIN2,-0.45871540106925
AARS2,GEMIN4,-0.425011565489625
AARS2,GFER,-0.559564567305125
AARS2,GFI1B,-0.5732181062355
AARS2,GINS4,-0.67305560735125
AARS2,GNL2,-0.6298867156480833
AARS2,GNL3L,-0.541288251454
AARS2,GNPAT,-0.5626254065429167
AARS2,GOLT1B,-0.5573909429034584
AARS2,GPN3,-0.6732538077541875
AARS2,GTF2E1,-0.48934123675675
AARS2,GTF2H1,-0.5900312461618751
AARS2,GTF2H4,-0.649152332406875
AARS2,GTF3C3,-0.5571040246708125
AARS2,GTPBP4,-0.4734841084784375
